y,z,d
-80,20,86.00381
-79.5,20,85.74348
-79,20,85.48525
-78.5,20,85.22911
-78,20,84.975105
-77.5,20,84.723236
-77,20,84.47351
-76.5,20,84.225975
-76,20,83.98063
-75.5,20,83.737495
-75,20,83.496605
-74.5,20,83.25796
-74,20,83.021576
-73.5,20,82.7875
-73,20,82.55571
-72.5,20,82.32627
-72,20,82.09917
-71.5,20,81.87443
-71,20,81.65208
-70.5,20,81.43212
-70,20,81.21459
-69.5,20,80.99951
-69,20,80.78689
-68.5,20,80.57675
-68,20,80.369095
-67.5,20,80.16398
-67,20,79.96139
-66.5,20,79.76136
-66,20,79.563896
-65.5,20,79.369026
-65,20,79.17678
-64.5,20,78.98715
-64,20,78.80018
-63.5,20,78.615875
-63,20,78.43425
-62.5,20,78.25533
-62,20,78.07915
-61.5,20,77.90569
-61,20,77.73499
-60.5,20,77.56708
-60,20,77.40195
-59.5,20,77.23963
-59,20,77.08015
-58.5,20,76.9235
-58,20,76.76972
-57.5,20,76.61882
-57,20,76.47081
-56.5,20,76.32573
-56,20,76.183556
-55.5,20,76.04434
-55,20,75.90808
-54.5,20,75.7748
-54,20,75.6445
-53.5,20,75.51722
-53,20,75.39295
-52.5,20,75.27172
-52,20,75.153534
-51.5,20,75.03843
-51,20,74.92639
-50.5,20,74.817444
-50,20,74.71159
-49.5,20,74.60887
-49,20,74.50927
-48.5,20,74.41282
-48,20,74.31952
-47.5,20,74.229385
-47,20,74.142426
-46.5,20,74.058655
-46,20,73.97809
-45.5,20,73.90072
-45,20,73.82658
-44.5,20,73.75565
-44,20,73.68797
-43.5,20,73.623535
-43,20,73.562355
-42.5,20,73.504425
-42,20,73.44978
-41.5,20,73.39841
-41,20,73.3503
-40.5,20,73.3055
-40,20,73.26399
-39.5,20,73.22579
-39,20,73.19089
-38.5,20,73.159294
-38,20,73.13101
-37.5,20,73.10605
-37,20,73.084404
-36.5,20,73.0661
-36,20,73.05111
-35.5,20,73.039444
-35,20,73.03112
-34.5,20,73.02612
-34,20,73.02446
-33.5,20,73.02446
-33,20,73.02446
-32.5,20,73.02446
-32,20,73.02446
-31.5,20,73.02446
-31,20,73.02446
-30.5,20,73.02446
-30,20,73.02446
-29.5,20,73.02446
-29,20,73.02446
-28.5,20,73.02446
-28,20,73.02446
-27.5,20,73.02446
-27,20,73.02446
-26.5,20,73.02446
-26,20,73.02446
-25.5,20,73.02446
-25,20,73.02446
-24.5,20,73.02446
-24,20,73.02446
-23.5,20,73.02446
-23,20,73.02446
-22.5,20,73.02446
-22,20,73.02446
-21.5,20,73.02446
-21,20,73.02446
-20.5,20,73.02446
-20,20,73.02446
-19.5,20,73.02446
-19,20,73.02446
-18.5,20,73.02446
-18,20,73.02446
-17.5,20,73.02446
-17,20,73.02446
-16.5,20,73.02446
-16,20,73.02446
-15.5,20,73.02446
-15,20,73.02446
-14.5,20,73.02446
-14,20,73.02446
-13.5,20,73.02446
-13,20,73.02446
-12.5,20,73.02446
-12,20,73.02446
-11.5,20,73.02446
-11,20,73.02446
-10.5,20,73.02446
-10,20,73.02446
-9.5,20,73.02446
-9,20,73.02446
-8.5,20,73.02446
-8,20,73.02446
-7.5,20,73.02446
-7,20,73.02446
-6.5,20,73.02446
-6,20,73.02446
-5.5,20,73.02446
-5,20,73.02446
